値段,株数,金額,時刻
9426,891600,8404221600,15:30:00
9515,100,951500,15:24:59
9526,100,952600,15:24:59
9525,100,952500,15:24:59
9514,100,951400,15:24:59
9515,100,951500,15:24:59
9516,100,951600,15:24:59
9525,100,952500,15:24:59
9522,200,1904400,15:24:58
9522,200,1904400,15:24:58
9518,100,951800,15:24:58
9518,200,1903600,15:24:58
9518,100,951800,15:24:58
9517,100,951700,15:24:58
9512,100,951200,15:24:57
9512,300,2853600,15:24:57
9511,100,951100,15:24:57
9512,100,951200,15:24:57
9513,100,951300,15:24:57
9514,2100,19979400,15:24:57
9515,600,5709000,15:24:57
9516,500,4758000,15:24:57
9517,100,951700,15:24:57
9520,100,952000,15:24:57
9523,100,952300,15:24:57
9523,200,1904600,15:24:57
9519,100,951900,15:24:57
9519,200,1903800,15:24:56
9519,100,951900,15:24:56
9521,100,952100,15:24:56
9521,100,952100,15:24:56
9524,100,952400,15:24:55
9523,300,2856900,15:24:55
9520,100,952000,15:24:55
9520,100,952000,15:24:55
9523,100,952300,15:24:55
9520,100,952000,15:24:55
9517,100,951700,15:24:55
9518,200,1903600,15:24:54
9520,100,952000,15:24:54
9523,100,952300,15:24:54
9522,100,952200,15:24:54
9520,200,1904000,15:24:54
9521,100,952100,15:24:54
9523,300,2856900,15:24:54
9523,100,952300,15:24:54
9524,100,952400,15:24:54
9525,900,8572500,15:24:54
9525,100,952500,15:24:54
9526,100,952600,15:24:53
9528,100,952800,15:24:53
9528,100,952800,15:24:53
9527,100,952700,15:24:53
9526,100,952600,15:24:53
9527,100,952700,15:24:52
9528,100,952800,15:24:52
9528,100,952800,15:24:52
9527,300,2858100,15:24:52
9528,100,952800,15:24:52
9527,100,952700,15:24:52
9529,100,952900,15:24:52
9529,100,952900,15:24:52
9528,100,952800,15:24:52
9528,100,952800,15:24:50
9530,100,953000,15:24:50
9529,300,2858700,15:24:50
9530,100,953000,15:24:49
9530,100,953000,15:24:49
9529,100,952900,15:24:49
9529,300,2858700,15:24:49
9529,100,952900,15:24:49
9528,300,2858400,15:24:48
9528,500,4764000,15:24:48
9529,300,2858700,15:24:48
9530,300,2859000,15:24:48
9530,100,953000,15:24:48
9531,100,953100,15:24:47
9532,100,953200,15:24:47
9533,100,953300,15:24:47
9533,100,953300,15:24:47
9531,200,1906200,15:24:46
9531,100,953100,15:24:46
9532,100,953200,15:24:46
9531,200,1906200,15:24:46
9531,100,953100,15:24:46
9532,200,1906400,15:24:46
9532,100,953200,15:24:45
9533,100,953300,15:24:45
9533,200,1906600,15:24:45
9534,100,953400,15:24:45
9535,100,953500,15:24:45
9532,100,953200,15:24:44
9532,300,2859600,15:24:44
9529,300,2858700,15:24:43
9530,100,953000,15:24:43
9530,100,953000,15:24:43
9528,100,952800,15:24:43
9529,200,1905800,15:24:42
9529,100,952900,15:24:42
9530,100,953000,15:24:42
9530,100,953000,15:24:42
9531,100,953100,15:24:42
9530,400,3812000,15:24:41
9531,100,953100,15:24:41
9540,500,4770000,15:24:41
9539,200,1907800,15:24:41
9538,200,1907600,15:24:41
9537,500,4768500,15:24:41
9536,200,1907200,15:24:41
9535,300,2860500,15:24:41
9534,200,1906800,15:24:41
9533,300,2859900,15:24:41
9532,100,953200,15:24:41
9531,500,4765500,15:24:41
9530,100,953000,15:24:41
9533,100,953300,15:24:41
9530,100,953000,15:24:41
9531,100,953100,15:24:41
9529,100,952900,15:24:41
9534,1100,10487400,15:24:41
9532,500,4766000,15:24:41
9531,400,3812400,15:24:41
9531,300,2859300,15:24:41
9530,100,953000,15:24:41
9528,100,952800,15:24:40
9530,200,1906000,15:24:40
9530,300,2859000,15:24:39
9530,400,3812000,15:24:39
9529,500,4764500,15:24:39
9528,500,4764000,15:24:39
9527,100,952700,15:24:39
9526,300,2857800,15:24:39
9527,700,6668900,15:24:39
9530,600,5718000,15:24:38
9530,700,6671000,15:24:38
9530,500,4765000,15:24:38
9529,300,2858700,15:24:38
9529,100,952900,15:24:38
9528,100,952800,15:24:38
9529,100,952900,15:24:37
9530,100,953000,15:24:37
9530,200,1906000,15:24:36
9528,100,952800,15:24:36
9528,200,1905600,15:24:36
9529,100,952900,15:24:36
9534,300,2860200,15:24:35
9533,200,1906600,15:24:35
9532,200,1906400,15:24:35
9531,100,953100,15:24:35
9530,100,953000,15:24:35
9529,200,1905800,15:24:35
9529,100,952900,15:24:35
9532,100,953200,15:24:34
9531,100,953100,15:24:34
9531,100,953100,15:24:34
9531,100,953100,15:24:33
9530,100,953000,15:24:33
9534,100,953400,15:24:33
9533,100,953300,15:24:33
9532,600,5719200,15:24:33
9531,100,953100,15:24:33
9530,100,953000,15:24:33
9529,300,2858700,15:24:33
9528,400,3811200,15:24:33
9527,100,952700,15:24:33
9527,100,952700,15:24:32
9527,100,952700,15:24:32
9528,200,1905600,15:24:31
9528,100,952800,15:24:31
9529,100,952900,15:24:30
9529,100,952900,15:24:30
9531,100,953100,15:24:30
9530,400,3812000,15:24:30
9531,1300,12390300,15:24:30
