値段,株数,金額,時刻
2665,362600,966329000,15:30:00
2665,100,266500,15:24:59
2664,100,266400,15:24:59
2664,200,532800,15:24:59
2664,100,266400,15:24:58
2664,100,266400,15:24:57
2665,600,1599000,15:24:57
2664,100,266400,15:24:56
2664,100,266400,15:24:55
2664,100,266400,15:24:55
2664,100,266400,15:24:55
2664,100,266400,15:24:55
2665,2800,7462000,15:24:53
2665,100,266500,15:24:53
2664,2100,5594400,15:24:52
2664,200,532800,15:24:51
2664,100,266400,15:24:50
2663,400,1065200,15:24:49
2663,200,532600,15:24:49
2663,100,266300,15:24:49
2663,100,266300,15:24:49
2663,400,1065200,15:24:44
2663,400,1065200,15:24:44
2663,100,266300,15:24:42
2663,100,266300,15:24:40
2664,100,266400,15:24:40
2663,100,266300,15:24:39
2663,100,266300,15:24:32
2663,100,266300,15:24:32
2663,800,2130400,15:24:30
2663,100,266300,15:24:27
2663,100,266300,15:24:22
2663,100,266300,15:24:21
2663,100,266300,15:24:20
2663,100,266300,15:24:20
2662,400,1064800,15:24:17
2663,400,1065200,15:24:17
2664,200,532800,15:24:16
2664,400,1065600,15:24:16
2663,100,266300,15:24:12
2663,100,266300,15:24:12
2662,200,532400,15:24:11
2663,700,1864100,15:24:11
2664,100,266400,15:24:09
2663,100,266300,15:24:08
2665,100,266500,15:24:04
2665,100,266500,15:24:03
2664,400,1065600,15:24:03
2663,100,266300,15:24:03
2664,100,266400,15:24:02
2664,100,266400,15:24:02
2663,100,266300,15:24:01
2663,200,532600,15:24:01
2663,100,266300,15:24:01
2664,300,799200,15:24:00
2665,100,266500,15:24:00
2663,100,266300,15:24:00
2664,700,1864800,15:24:00
2665,300,799500,15:23:58
2666,900,2399400,15:23:58
2665,600,1599000,15:23:55
2665,200,533000,15:23:55
2665,100,266500,15:23:52
2665,1200,3198000,15:23:50
2664,100,266400,15:23:48
2664,100,266400,15:23:48
2664,100,266400,15:23:48
2665,300,799500,15:23:48
2664,1000,2664000,15:23:48
2664,300,799200,15:23:48
2664,200,532800,15:23:45
2663,100,266300,15:23:45
2664,100,266400,15:23:42
2664,100,266400,15:23:42
2663,100,266300,15:23:39
2663,100,266300,15:23:33
2663,100,266300,15:23:33
2663,100,266300,15:23:33
2663,100,266300,15:23:33
2664,200,532800,15:23:33
2663,2600,6923800,15:23:33
2662,200,532400,15:23:32
2662,100,266200,15:23:31
2663,200,532600,15:23:30
2663,300,798900,15:23:30
2663,200,532600,15:23:30
2663,100,266300,15:23:30
2662,200,532400,15:23:27
2662,1100,2928200,15:23:26
2661,100,266100,15:23:20
2661,300,798300,15:23:20
2662,100,266200,15:23:15
2662,500,1331000,15:23:15
2662,500,1331000,15:23:15
2662,100,266200,15:23:15
2662,100,266200,15:23:15
2662,1000,2662000,15:23:15
2663,200,532600,15:23:09
2663,200,532600,15:23:09
2662,100,266200,15:23:09
